continent,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($) ,gdp_per_capita ($),generation
Europe,Cyprus,2009,male,35-54 years,7,105858,6.61,Cyprus2009,,"25,942,622,951",33816,Boomers
Europe,Cyprus,2009,male,55-74 years,4,72713,5.5,Cyprus2009,,"25,942,622,951",33816,Silent
Europe,Cyprus,2009,female,75+ years,1,25758,3.88,Cyprus2009,,"25,942,622,951",33816,Silent
Europe,Cyprus,2009,female,35-54 years,4,116224,3.44,Cyprus2009,,"25,942,622,951",33816,Boomers
Europe,Cyprus,2009,female,25-34 years,2,66001,3.03,Cyprus2009,,"25,942,622,951",33816,Generation X
Europe,Cyprus,2009,female,15-24 years,0,63385,0.0,Cyprus2009,,"25,942,622,951",33816,Millenials
Europe,Cyprus,2009,female,5-14 years,0,45750,0.0,Cyprus2009,,"25,942,622,951",33816,Generation Z
Europe,Cyprus,2009,female,55-74 years,0,76382,0.0,Cyprus2009,,"25,942,622,951",33816,Silent
Europe,Cyprus,2009,male,5-14 years,0,48319,0.0,Cyprus2009,,"25,942,622,951",33816,Generation Z
Europe,Czech Republic,2009,male,75+ years,135,240265,56.19,Czech Republic2009,,"206,179,982,164",20748,Silent
Europe,Czech Republic,2009,male,35-54 years,476,1480738,32.15,Czech Republic2009,,"206,179,982,164",20748,Boomers
Europe,Czech Republic,2009,male,55-74 years,337,1100133,30.63,Czech Republic2009,,"206,179,982,164",20748,Silent
Europe,Czech Republic,2009,male,25-34 years,199,880108,22.61,Czech Republic2009,,"206,179,982,164",20748,Generation X
Europe,Czech Republic,2009,male,15-24 years,81,685218,11.82,Czech Republic2009,,"206,179,982,164",20748,Millenials
Europe,Czech Republic,2009,female,75+ years,42,450517,9.32,Czech Republic2009,,"206,179,982,164",20748,Silent
Europe,Czech Republic,2009,female,55-74 years,78,1265312,6.16,Czech Republic2009,,"206,179,982,164",20748,Silent
Europe,Czech Republic,2009,female,35-54 years,79,1428022,5.53,Czech Republic2009,,"206,179,982,164",20748,Boomers
Europe,Czech Republic,2009,female,15-24 years,16,646079,2.48,Czech Republic2009,,"206,179,982,164",20748,Millenials
Europe,Czech Republic,2009,female,25-34 years,18,827079,2.18,Czech Republic2009,,"206,179,982,164",20748,Generation X
Europe,Czech Republic,2009,male,5-14 years,2,479988,0.42,Czech Republic2009,,"206,179,982,164",20748,Generation Z
Europe,Czech Republic,2009,female,5-14 years,1,453948,0.22,Czech Republic2009,,"206,179,982,164",20748,Generation Z
Europe,Denmark,2009,male,75+ years,64,150153,42.62,Denmark2009,,"321,241,396,034",61863,Silent
Europe,Denmark,2009,male,55-74 years,165,604423,27.3,Denmark2009,,"321,241,396,034",61863,Silent
Europe,Denmark,2009,male,35-54 years,186,790578,23.53,Denmark2009,,"321,241,396,034",61863,Boomers
Europe,Denmark,2009,female,75+ years,32,235213,13.6,Denmark2009,,"321,241,396,034",61863,Silent
Europe,Denmark,2009,male,25-34 years,36,335963,10.72,Denmark2009,,"321,241,396,034",61863,Generation X
Europe,Denmark,2009,female,55-74 years,52,625986,8.31,Denmark2009,,"321,241,396,034",61863,Silent
Europe,Denmark,2009,male,15-24 years,24,340143,7.06,Denmark2009,,"321,241,396,034",61863,Millenials
Europe,Denmark,2009,female,35-54 years,43,773415,5.56,Denmark2009,,"321,241,396,034",61863,Boomers
Europe,Denmark,2009,female,25-34 years,13,334052,3.89,Denmark2009,,"321,241,396,034",61863,Generation X
Europe,Denmark,2009,female,15-24 years,4,324876,1.23,Denmark2009,,"321,241,396,034",61863,Millenials
Europe,Denmark,2009,male,5-14 years,2,347259,0.58,Denmark2009,,"321,241,396,034",61863,Generation Z
Europe,Denmark,2009,female,5-14 years,1,330729,0.3,Denmark2009,,"321,241,396,034",61863,Generation Z
South America,Ecuador,2009,male,25-34 years,179,1161180,15.42,Ecuador2009,,"62,519,686,000",4762,Generation X
South America,Ecuador,2009,male,55-74 years,103,683190,15.08,Ecuador2009,,"62,519,686,000",4762,Silent
South America,Ecuador,2009,male,15-24 years,214,1419517,15.08,Ecuador2009,,"62,519,686,000",4762,Millenials
South America,Ecuador,2009,male,75+ years,20,155307,12.88,Ecuador2009,,"62,519,686,000",4762,Silent
South America,Ecuador,2009,male,35-54 years,180,1600987,11.24,Ecuador2009,,"62,519,686,000",4762,Boomers
South America,Ecuador,2009,female,15-24 years,100,1380435,7.24,Ecuador2009,,"62,519,686,000",4762,Millenials
South America,Ecuador,2009,female,75+ years,9,193481,4.65,Ecuador2009,,"62,519,686,000",4762,Silent
South America,Ecuador,2009,female,25-34 years,48,1155088,4.16,Ecuador2009,,"62,519,686,000",4762,Generation X
South America,Ecuador,2009,female,35-54 years,48,1636049,2.93,Ecuador2009,,"62,519,686,000",4762,Boomers
South America,Ecuador,2009,female,55-74 years,20,734615,2.72,Ecuador2009,,"62,519,686,000",4762,Silent
South America,Ecuador,2009,male,5-14 years,23,1533769,1.5,Ecuador2009,,"62,519,686,000",4762,Generation Z
South America,Ecuador,2009,female,5-14 years,20,1476543,1.35,Ecuador2009,,"62,519,686,000",4762,Generation Z
North America,El Salvador,2009,male,25-34 years,120,400776,29.94,El Salvador2009,,"17,601,616,000",3184,Generation X
North America,El Salvador,2009,male,35-54 years,113,554321,20.39,El Salvador2009,,"17,601,616,000",3184,Boomers
North America,El Salvador,2009,male,75+ years,13,70655,18.4,El Salvador2009,,"17,601,616,000",3184,Silent
North America,El Salvador,2009,male,55-74 years,49,290324,16.88,El Salvador2009,,"17,601,616,000",3184,Silent
North America,El Salvador,2009,male,15-24 years,95,584388,16.26,El Salvador2009,,"17,601,616,000",3184,Millenials
North America,El Salvador,2009,female,15-24 years,55,611290,9.0,El Salvador2009,,"17,601,616,000",3184,Millenials
North America,El Salvador,2009,female,25-34 years,27,484388,5.57,El Salvador2009,,"17,601,616,000",3184,Generation X
North America,El Salvador,2009,female,35-54 years,16,704865,2.27,El Salvador2009,,"17,601,616,000",3184,Boomers
North America,El Salvador,2009,female,75+ years,2,92201,2.17,El Salvador2009,,"17,601,616,000",3184,Silent
North America,El Salvador,2009,female,55-74 years,7,364066,1.92,El Salvador2009,,"17,601,616,000",3184,Silent
North America,El Salvador,2009,female,5-14 years,6,672905,0.89,El Salvador2009,,"17,601,616,000",3184,Generation Z
North America,El Salvador,2009,male,5-14 years,3,698731,0.43,El Salvador2009,,"17,601,616,000",3184,Generation Z
Europe,Estonia,2009,male,55-74 years,66,118960,55.48,Estonia2009,,"19,652,492,637",15609,Silent
Europe,Estonia,2009,male,35-54 years,88,179820,48.94,Estonia2009,,"19,652,492,637",15609,Boomers
Europe,Estonia,2009,male,75+ years,13,28150,46.18,Estonia2009,,"19,652,492,637",15609,Silent
Europe,Estonia,2009,male,25-34 years,30,96260,31.17,Estonia2009,,"19,652,492,637",15609,Generation X
Europe,Estonia,2009,male,15-24 years,23,94705,24.29,Estonia2009,,"19,652,492,637",15609,Millenials
Europe,Estonia,2009,female,75+ years,16,74300,21.53,Estonia2009,,"19,652,492,637",15609,Silent
Europe,Estonia,2009,female,55-74 years,14,171340,8.17,Estonia2009,,"19,652,492,637",15609,Silent
Europe,Estonia,2009,female,35-54 years,14,189570,7.39,Estonia2009,,"19,652,492,637",15609,Boomers
Europe,Estonia,2009,female,25-34 years,3,91560,3.28,Estonia2009,,"19,652,492,637",15609,Generation X
Europe,Estonia,2009,female,15-24 years,2,89195,2.24,Estonia2009,,"19,652,492,637",15609,Millenials
Europe,Estonia,2009,female,5-14 years,0,60910,0.0,Estonia2009,,"19,652,492,637",15609,Generation Z
Europe,Estonia,2009,male,5-14 years,0,64240,0.0,Estonia2009,,"19,652,492,637",15609,Generation Z
Oceania,Fiji,2009,female,75+ years,1,5809,17.21,Fiji2009,,"2,870,624,636",3765,Silent
Oceania,Fiji,2009,male,35-54 years,8,105083,7.61,Fiji2009,,"2,870,624,636",3765,Boomers
Oceania,Fiji,2009,male,25-34 years,5,71729,6.97,Fiji2009,,"2,870,624,636",3765,Generation X
Oceania,Fiji,2009,male,55-74 years,3,43403,6.91,Fiji2009,,"2,870,624,636",3765,Silent
Oceania,Fiji,2009,female,25-34 years,3,68110,4.4,Fiji2009,,"2,870,624,636",3765,Generation X
Oceania,Fiji,2009,male,15-24 years,3,80908,3.71,Fiji2009,,"2,870,624,636",3765,Millenials
Oceania,Fiji,2009,female,15-24 years,2,76305,2.62,Fiji2009,,"2,870,624,636",3765,Millenials
Oceania,Fiji,2009,female,55-74 years,1,44642,2.24,Fiji2009,,"2,870,624,636",3765,Silent
Oceania,Fiji,2009,female,35-54 years,0,101209,0.0,Fiji2009,,"2,870,624,636",3765,Boomers
Oceania,Fiji,2009,female,5-14 years,0,77600,0.0,Fiji2009,,"2,870,624,636",3765,Generation Z
Oceania,Fiji,2009,male,5-14 years,0,83083,0.0,Fiji2009,,"2,870,624,636",3765,Generation Z
Oceania,Fiji,2009,male,75+ years,0,4522,0.0,Fiji2009,,"2,870,624,636",3765,Silent
Europe,Finland,2009,male,35-54 years,293,724700,40.43,Finland2009,,"251,499,027,508",49878,Boomers
Europe,Finland,2009,male,75+ years,57,149329,38.17,Finland2009,,"251,499,027,508",49878,Silent
Europe,Finland,2009,male,25-34 years,121,348421,34.73,Finland2009,,"251,499,027,508",49878,Generation X
Europe,Finland,2009,male,55-74 years,201,604904,33.23,Finland2009,,"251,499,027,508",49878,Silent
Europe,Finland,2009,male,15-24 years,89,336510,26.45,Finland2009,,"251,499,027,508",49878,Millenials
Europe,Finland,2009,female,35-54 years,100,708103,14.12,Finland2009,,"251,499,027,508",49878,Boomers
Europe,Finland,2009,female,55-74 years,84,650862,12.91,Finland2009,,"251,499,027,508",49878,Silent
Europe,Finland,2009,female,25-34 years,40,330127,12.12,Finland2009,,"251,499,027,508",49878,Generation X
Europe,Finland,2009,female,15-24 years,28,322353,8.69,Finland2009,,"251,499,027,508",49878,Millenials
Europe,Finland,2009,female,75+ years,20,273822,7.3,Finland2009,,"251,499,027,508",49878,Silent
Europe,Finland,2009,female,5-14 years,1,290188,0.34,Finland2009,,"251,499,027,508",49878,Generation Z
Europe,Finland,2009,male,5-14 years,0,302997,0.0,Finland2009,,"251,499,027,508",49878,Generation Z
Europe,France,2009,male,75+ years,1351,2035007,66.39,France2009,,"2,690,222,283,968",45775,Silent
Europe,France,2009,male,35-54 years,3124,8526689,36.64,France2009,,"2,690,222,283,968",45775,Boomers
Europe,France,2009,male,55-74 years,2033,6081994,33.43,France2009,,"2,690,222,283,968",45775,Silent
Europe,France,2009,male,25-34 years,827,3838456,21.55,France2009,,"2,690,222,283,968",45775,Generation X
Europe,France,2009,female,75+ years,464,3487831,13.3,France2009,,"2,690,222,283,968",45775,Silent
Europe,France,2009,female,55-74 years,883,6675905,13.23,France2009,,"2,690,222,283,968",45775,Silent
Europe,France,2009,female,35-54 years,1039,8763692,11.86,France2009,,"2,690,222,283,968",45775,Boomers
Europe,France,2009,male,15-24 years,404,3953357,10.22,France2009,,"2,690,222,283,968",45775,Millenials
Europe,France,2009,female,25-34 years,215,3905999,5.5,France2009,,"2,690,222,283,968",45775,Generation X
Europe,France,2009,female,15-24 years,122,3843704,3.17,France2009,,"2,690,222,283,968",45775,Millenials
Europe,France,2009,male,5-14 years,26,3922145,0.66,France2009,,"2,690,222,283,968",45775,Generation Z
Europe,France,2009,female,5-14 years,11,3735948,0.29,France2009,,"2,690,222,283,968",45775,Generation Z
Europe,Georgia,2009,male,75+ years,18,90600,19.87,Georgia2009,,"10,766,809,099",2589,Silent
Europe,Georgia,2009,male,55-74 years,36,343050,10.49,Georgia2009,,"10,766,809,099",2589,Silent
Europe,Georgia,2009,male,35-54 years,48,579150,8.29,Georgia2009,,"10,766,809,099",2589,Boomers
Europe,Georgia,2009,male,25-34 years,24,324500,7.4,Georgia2009,,"10,766,809,099",2589,Generation X
Europe,Georgia,2009,female,75+ years,10,172650,5.79,Georgia2009,,"10,766,809,099",2589,Silent
Europe,Georgia,2009,male,15-24 years,20,360500,5.55,Georgia2009,,"10,766,809,099",2589,Millenials
Europe,Georgia,2009,female,55-74 years,15,456000,3.29,Georgia2009,,"10,766,809,099",2589,Silent
Europe,Georgia,2009,female,15-24 years,4,350000,1.14,Georgia2009,,"10,766,809,099",2589,Millenials
Europe,Georgia,2009,male,5-14 years,3,262650,1.14,Georgia2009,,"10,766,809,099",2589,Generation Z
Europe,Georgia,2009,female,35-54 years,7,652950,1.07,Georgia2009,,"10,766,809,099",2589,Boomers
Europe,Georgia,2009,female,25-34 years,2,328450,0.61,Georgia2009,,"10,766,809,099",2589,Generation X
Europe,Georgia,2009,female,5-14 years,1,238250,0.42,Georgia2009,,"10,766,809,099",2589,Generation Z
Europe,Germany,2009,male,75+ years,1209,2599960,46.5,Germany2009,,"3,418,005,001,389",43570,Silent
Europe,Germany,2009,male,55-74 years,2277,9307706,24.46,Germany2009,,"3,418,005,001,389",43570,Silent
Europe,Germany,2009,male,35-54 years,2628,12872657,20.42,Germany2009,,"3,418,005,001,389",43570,Boomers
Europe,Germany,2009,male,25-34 years,637,4909814,12.97,Germany2009,,"3,418,005,001,389",43570,Generation X
Europe,Germany,2009,female,75+ years,520,4569198,11.38,Germany2009,,"3,418,005,001,389",43570,Silent
Europe,Germany,2009,male,15-24 years,443,4760066,9.31,Germany2009,,"3,418,005,001,389",43570,Millenials
Europe,Germany,2009,female,55-74 years,789,9995593,7.89,Germany2009,,"3,418,005,001,389",43570,Silent
Europe,Germany,2009,female,35-54 years,788,12445519,6.33,Germany2009,,"3,418,005,001,389",43570,Boomers
Europe,Germany,2009,female,25-34 years,146,4784538,3.05,Germany2009,,"3,418,005,001,389",43570,Generation X
Europe,Germany,2009,female,15-24 years,121,4552176,2.66,Germany2009,,"3,418,005,001,389",43570,Millenials
Europe,Germany,2009,male,5-14 years,12,3925018,0.31,Germany2009,,"3,418,005,001,389",43570,Generation Z
Europe,Germany,2009,female,5-14 years,9,3726357,0.24,Germany2009,,"3,418,005,001,389",43570,Generation Z
Europe,Greece,2009,male,75+ years,49,434778,11.27,Greece2009,,"330,000,252,153",30785,Silent
Europe,Greece,2009,male,35-54 years,130,1670385,7.78,Greece2009,,"330,000,252,153",30785,Boomers
Europe,Greece,2009,male,55-74 years,81,1157880,7.0,Greece2009,,"330,000,252,153",30785,Silent
Europe,Greece,2009,male,25-34 years,56,863841,6.48,Greece2009,,"330,000,252,153",30785,Generation X
Europe,Greece,2009,male,15-24 years,17,626013,2.72,Greece2009,,"330,000,252,153",30785,Millenials
Europe,Greece,2009,female,75+ years,9,574168,1.57,Greece2009,,"330,000,252,153",30785,Silent
Europe,Greece,2009,female,25-34 years,11,796656,1.38,Greece2009,,"330,000,252,153",30785,Generation X
Europe,Greece,2009,female,55-74 years,16,1307683,1.22,Greece2009,,"330,000,252,153",30785,Silent
Europe,Greece,2009,female,35-54 years,20,1650941,1.21,Greece2009,,"330,000,252,153",30785,Boomers
Europe,Greece,2009,female,15-24 years,2,581847,0.34,Greece2009,,"330,000,252,153",30785,Millenials
Europe,Greece,2009,female,5-14 years,0,512001,0.0,Greece2009,,"330,000,252,153",30785,Generation Z
Europe,Greece,2009,male,5-14 years,0,543425,0.0,Greece2009,,"330,000,252,153",30785,Generation Z
North America,Grenada,2009,female,15-24 years,0,11815,0.0,Grenada2009,,"771,278,111",8140,Millenials
North America,Grenada,2009,female,25-34 years,0,8276,0.0,Grenada2009,,"771,278,111",8140,Generation X
North America,Grenada,2009,female,35-54 years,0,10420,0.0,Grenada2009,,"771,278,111",8140,Boomers
North America,Grenada,2009,female,5-14 years,0,9570,0.0,Grenada2009,,"771,278,111",8140,Generation Z
North America,Grenada,2009,female,55-74 years,0,5271,0.0,Grenada2009,,"771,278,111",8140,Silent
North America,Grenada,2009,female,75+ years,0,2227,0.0,Grenada2009,,"771,278,111",8140,Silent
North America,Grenada,2009,male,15-24 years,0,12076,0.0,Grenada2009,,"771,278,111",8140,Millenials
North America,Grenada,2009,male,25-34 years,0,8697,0.0,Grenada2009,,"771,278,111",8140,Generation X
North America,Grenada,2009,male,35-54 years,0,10585,0.0,Grenada2009,,"771,278,111",8140,Boomers
North America,Grenada,2009,male,5-14 years,0,9952,0.0,Grenada2009,,"771,278,111",8140,Generation Z
North America,Grenada,2009,male,55-74 years,0,4580,0.0,Grenada2009,,"771,278,111",8140,Silent
North America,Grenada,2009,male,75+ years,0,1277,0.0,Grenada2009,,"771,278,111",8140,Silent
North America,Guatemala,2009,male,75+ years,12,108534,11.06,Guatemala2009,,"37,733,994,976",3053,Silent
North America,Guatemala,2009,male,35-54 years,109,1019866,10.69,Guatemala2009,,"37,733,994,976",3053,Boomers
North America,Guatemala,2009,male,55-74 years,38,448004,8.48,Guatemala2009,,"37,733,994,976",3053,Silent
North America,Guatemala,2009,male,25-34 years,82,1033623,7.93,Guatemala2009,,"37,733,994,976",3053,Generation X
North America,Guatemala,2009,male,15-24 years,118,1500901,7.86,Guatemala2009,,"37,733,994,976",3053,Millenials
North America,Guatemala,2009,female,15-24 years,69,1490780,4.63,Guatemala2009,,"37,733,994,976",3053,Millenials
North America,Guatemala,2009,female,25-34 years,38,1112873,3.41,Guatemala2009,,"37,733,994,976",3053,Generation X
North America,Guatemala,2009,female,35-54 years,25,1223531,2.04,Guatemala2009,,"37,733,994,976",3053,Boomers
North America,Guatemala,2009,female,55-74 years,3,522645,0.57,Guatemala2009,,"37,733,994,976",3053,Silent
North America,Guatemala,2009,female,5-14 years,10,1847847,0.54,Guatemala2009,,"37,733,994,976",3053,Generation Z
North America,Guatemala,2009,male,5-14 years,7,1919024,0.36,Guatemala2009,,"37,733,994,976",3053,Generation Z
North America,Guatemala,2009,female,75+ years,0,132317,0.0,Guatemala2009,,"37,733,994,976",3053,Silent
South America,Guyana,2009,male,35-54 years,51,88163,57.85,Guyana2009,,"2,061,323,854",3076,Boomers
South America,Guyana,2009,male,25-34 years,26,53875,48.26,Guyana2009,,"2,061,323,854",3076,Generation X
South America,Guyana,2009,male,55-74 years,15,31720,47.29,Guyana2009,,"2,061,323,854",3076,Silent
South America,Guyana,2009,male,75+ years,2,4834,41.37,Guyana2009,,"2,061,323,854",3076,Silent
South America,Guyana,2009,male,15-24 years,14,67457,20.75,Guyana2009,,"2,061,323,854",3076,Millenials
South America,Guyana,2009,female,15-24 years,14,67774,20.66,Guyana2009,,"2,061,323,854",3076,Millenials
South America,Guyana,2009,female,35-54 years,15,86706,17.3,Guyana2009,,"2,061,323,854",3076,Boomers
South America,Guyana,2009,female,75+ years,1,6229,16.05,Guyana2009,,"2,061,323,854",3076,Silent
South America,Guyana,2009,female,25-34 years,7,56144,12.47,Guyana2009,,"2,061,323,854",3076,Generation X
South America,Guyana,2009,female,55-74 years,4,34707,11.53,Guyana2009,,"2,061,323,854",3076,Silent
South America,Guyana,2009,female,5-14 years,6,84273,7.12,Guyana2009,,"2,061,323,854",3076,Generation Z
South America,Guyana,2009,male,5-14 years,1,88273,1.13,Guyana2009,,"2,061,323,854",3076,Generation Z
Europe,Hungary,2009,male,75+ years,214,236367,90.54,Hungary2009,,"130,593,960,612",13697,Silent
Europe,Hungary,2009,male,55-74 years,612,961155,63.67,Hungary2009,,"130,593,960,612",13697,Silent
Europe,Hungary,2009,male,35-54 years,773,1356600,56.98,Hungary2009,,"130,593,960,612",13697,Boomers
Europe,Hungary,2009,male,25-34 years,188,802616,23.42,Hungary2009,,"130,593,960,612",13697,Generation X
Europe,Hungary,2009,female,75+ years,91,493507,18.44,Hungary2009,,"130,593,960,612",13697,Silent
Europe,Hungary,2009,male,15-24 years,111,641509,17.3,Hungary2009,,"130,593,960,612",13697,Millenials
Europe,Hungary,2009,female,55-74 years,212,1270295,16.69,Hungary2009,,"130,593,960,612",13697,Silent
Europe,Hungary,2009,female,35-54 years,191,1390659,13.73,Hungary2009,,"130,593,960,612",13697,Boomers
Europe,Hungary,2009,female,25-34 years,42,770068,5.45,Hungary2009,,"130,593,960,612",13697,Generation X
Europe,Hungary,2009,female,15-24 years,19,615144,3.09,Hungary2009,,"130,593,960,612",13697,Millenials
Europe,Hungary,2009,female,5-14 years,4,485140,0.82,Hungary2009,,"130,593,960,612",13697,Generation Z
Europe,Hungary,2009,male,5-14 years,3,511177,0.59,Hungary2009,,"130,593,960,612",13697,Generation Z
Europe,Iceland,2009,male,55-74 years,10,26267,38.07,Iceland2009,,"12,944,114,736",43700,Silent
Europe,Iceland,2009,male,25-34 years,6,24715,24.28,Iceland2009,,"12,944,114,736",43700,Generation X
Europe,Iceland,2009,male,35-54 years,10,44805,22.32,Iceland2009,,"12,944,114,736",43700,Boomers
Europe,Iceland,2009,female,35-54 years,6,42732,14.04,Iceland2009,,"12,944,114,736",43700,Boomers
Europe,Iceland,2009,male,75+ years,1,7788,12.84,Iceland2009,,"12,944,114,736",43700,Silent
Europe,Iceland,2009,male,15-24 years,2,23991,8.34,Iceland2009,,"12,944,114,736",43700,Millenials
Europe,Iceland,2009,female,55-74 years,1,26010,3.84,Iceland2009,,"12,944,114,736",43700,Silent
Europe,Iceland,2009,female,15-24 years,0,22973,0.0,Iceland2009,,"12,944,114,736",43700,Millenials
Europe,Iceland,2009,female,25-34 years,0,22959,0.0,Iceland2009,,"12,944,114,736",43700,Generation X
Europe,Iceland,2009,female,5-14 years,0,21382,0.0,Iceland2009,,"12,944,114,736",43700,Generation Z
Europe,Iceland,2009,female,75+ years,0,10439,0.0,Iceland2009,,"12,944,114,736",43700,Silent
Europe,Iceland,2009,male,5-14 years,0,22143,0.0,Iceland2009,,"12,944,114,736",43700,Generation Z
Europe,Ireland,2009,male,25-34 years,112,390586,28.67,Ireland2009,,"236,311,336,482",57390,Generation X
Europe,Ireland,2009,male,35-54 years,158,611460,25.84,Ireland2009,,"236,311,336,482",57390,Boomers
Europe,Ireland,2009,male,15-24 years,70,290474,24.1,Ireland2009,,"236,311,336,482",57390,Millenials
Europe,Ireland,2009,male,55-74 years,74,358381,20.65,Ireland2009,,"236,311,336,482",57390,Silent
Europe,Ireland,2009,female,25-34 years,27,394145,6.85,Ireland2009,,"236,311,336,482",57390,Generation X
Europe,Ireland,2009,female,15-24 years,20,292951,6.83,Ireland2009,,"236,311,336,482",57390,Millenials
Europe,Ireland,2009,female,55-74 years,23,362941,6.34,Ireland2009,,"236,311,336,482",57390,Silent
Europe,Ireland,2009,male,75+ years,5,86239,5.8,Ireland2009,,"236,311,336,482",57390,Silent
Europe,Ireland,2009,female,35-54 years,33,604133,5.46,Ireland2009,,"236,311,336,482",57390,Boomers
Europe,Ireland,2009,male,5-14 years,3,305241,0.98,Ireland2009,,"236,311,336,482",57390,Generation Z
Europe,Ireland,2009,female,75+ years,1,130243,0.77,Ireland2009,,"236,311,336,482",57390,Silent
Europe,Ireland,2009,female,5-14 years,1,290873,0.34,Ireland2009,,"236,311,336,482",57390,Generation Z
Asia,Israel,2009,male,75+ years,23,141368,16.27,Israel2009,,"207,419,370,241",30812,Silent
Asia,Israel,2009,male,55-74 years,77,499108,15.43,Israel2009,,"207,419,370,241",30812,Silent
Asia,Israel,2009,male,25-34 years,67,557283,12.02,Israel2009,,"207,419,370,241",30812,Generation X
Asia,Israel,2009,male,35-54 years,91,836965,10.87,Israel2009,,"207,419,370,241",30812,Boomers
Asia,Israel,2009,male,15-24 years,48,597179,8.04,Israel2009,,"207,419,370,241",30812,Millenials
Asia,Israel,2009,female,55-74 years,22,562448,3.91,Israel2009,,"207,419,370,241",30812,Silent
Asia,Israel,2009,female,75+ years,8,208438,3.84,Israel2009,,"207,419,370,241",30812,Silent
Asia,Israel,2009,female,35-54 years,32,866442,3.69,Israel2009,,"207,419,370,241",30812,Boomers
Asia,Israel,2009,female,25-34 years,18,555764,3.24,Israel2009,,"207,419,370,241",30812,Generation X
Asia,Israel,2009,female,15-24 years,13,573738,2.27,Israel2009,,"207,419,370,241",30812,Millenials
Asia,Israel,2009,male,5-14 years,4,683070,0.59,Israel2009,,"207,419,370,241",30812,Generation Z
Asia,Israel,2009,female,5-14 years,1,650032,0.15,Israel2009,,"207,419,370,241",30812,Generation Z
Europe,Italy,2009,male,75+ years,615,2229662,27.58,Italy2009,,"2,185,160,183,384",38101,Silent
Europe,Italy,2009,male,55-74 years,938,6434262,14.58,Italy2009,,"2,185,160,183,384",38101,Silent
Europe,Italy,2009,male,35-54 years,1058,9147783,11.57,Italy2009,,"2,185,160,183,384",38101,Boomers
Europe,Italy,2009,male,25-34 years,332,3939821,8.43,Italy2009,,"2,185,160,183,384",38101,Generation X
Europe,Italy,2009,male,15-24 years,144,3121458,4.61,Italy2009,,"2,185,160,183,384",38101,Millenials
Europe,Italy,2009,female,55-74 years,289,7103819,4.07,Italy2009,,"2,185,160,183,384",38101,Silent
Europe,Italy,2009,female,75+ years,149,3710834,4.02,Italy2009,,"2,185,160,183,384",38101,Silent
Europe,Italy,2009,female,35-54 years,329,9209165,3.57,Italy2009,,"2,185,160,183,384",38101,Boomers
Europe,Italy,2009,female,25-34 years,70,3872976,1.81,Italy2009,,"2,185,160,183,384",38101,Generation X
Europe,Italy,2009,female,15-24 years,42,2969603,1.41,Italy2009,,"2,185,160,183,384",38101,Millenials
Europe,Italy,2009,male,5-14 years,6,2886464,0.21,Italy2009,,"2,185,160,183,384",38101,Generation Z
Europe,Italy,2009,female,5-14 years,2,2725983,0.07,Italy2009,,"2,185,160,183,384",38101,Generation Z
North America,Jamaica,2009,male,75+ years,3,47854,6.27,Jamaica2009,,"12,038,829,246",4686,Silent
North America,Jamaica,2009,male,25-34 years,9,199372,4.51,Jamaica2009,,"12,038,829,246",4686,Generation X
North America,Jamaica,2009,male,55-74 years,6,155268,3.86,Jamaica2009,,"12,038,829,246",4686,Silent
North America,Jamaica,2009,male,35-54 years,9,324231,2.78,Jamaica2009,,"12,038,829,246",4686,Boomers
North America,Jamaica,2009,male,15-24 years,5,268270,1.86,Jamaica2009,,"12,038,829,246",4686,Millenials
North America,Jamaica,2009,female,55-74 years,1,159111,0.63,Jamaica2009,,"12,038,829,246",4686,Silent
North America,Jamaica,2009,female,25-34 years,1,211928,0.47,Jamaica2009,,"12,038,829,246",4686,Generation X
North America,Jamaica,2009,female,15-24 years,1,257363,0.39,Jamaica2009,,"12,038,829,246",4686,Millenials
North America,Jamaica,2009,male,5-14 years,1,276734,0.36,Jamaica2009,,"12,038,829,246",4686,Generation Z
North America,Jamaica,2009,female,35-54 years,0,343173,0.0,Jamaica2009,,"12,038,829,246",4686,Boomers
North America,Jamaica,2009,female,5-14 years,0,264297,0.0,Jamaica2009,,"12,038,829,246",4686,Generation Z
North America,Jamaica,2009,female,75+ years,0,61282,0.0,Jamaica2009,,"12,038,829,246",4686,Silent
Asia,Japan,2009,male,55-74 years,7983,16224000,49.2,Japan2009,,"5,231,382,674,594",43415,Silent
Asia,Japan,2009,male,35-54 years,7799,16796000,46.43,Japan2009,,"5,231,382,674,594",43415,Boomers
Asia,Japan,2009,male,75+ years,2216,5174000,42.83,Japan2009,,"5,231,382,674,594",43415,Silent
Asia,Japan,2009,male,25-34 years,2657,7987000,33.27,Japan2009,,"5,231,382,674,594",43415,Generation X
Asia,Japan,2009,male,15-24 years,1326,6514000,20.36,Japan2009,,"5,231,382,674,594",43415,Millenials
Asia,Japan,2009,female,75+ years,1649,8488000,19.43,Japan2009,,"5,231,382,674,594",43415,Silent
Asia,Japan,2009,female,55-74 years,2820,17413000,16.19,Japan2009,,"5,231,382,674,594",43415,Silent
Asia,Japan,2009,female,25-34 years,1085,7679000,14.13,Japan2009,,"5,231,382,674,594",43415,Generation X
Asia,Japan,2009,female,35-54 years,2328,16517000,14.09,Japan2009,,"5,231,382,674,594",43415,Boomers
