continent,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Asia,Bahrain,2012,male,55-74 years,0,50001,0.0,Bahrain2012,0.8190000000000001,"30,749,308,511",25587,Boomers
Asia,Bahrain,2012,male,75+ years,0,4149,0.0,Bahrain2012,0.8190000000000001,"30,749,308,511",25587,Silent
Asia,Bahrain,2013,male,15-24 years,1,110064,0.91,Bahrain2013,0.821,"32,539,547,872",26793,Millenials
Asia,Bahrain,2013,male,25-34 years,2,237632,0.84,Bahrain2013,0.821,"32,539,547,872",26793,Millenials
Asia,Bahrain,2013,male,35-54 years,2,269162,0.74,Bahrain2013,0.821,"32,539,547,872",26793,Generation X
Asia,Bahrain,2013,female,15-24 years,0,80476,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Millenials
Asia,Bahrain,2013,female,25-34 years,0,112513,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Millenials
Asia,Bahrain,2013,female,35-54 years,0,139352,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Generation X
Asia,Bahrain,2013,female,5-14 years,0,82726,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Generation Z
Asia,Bahrain,2013,female,55-74 years,0,33780,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Boomers
Asia,Bahrain,2013,female,75+ years,0,4859,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Silent
Asia,Bahrain,2013,male,5-14 years,0,86269,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Generation Z
Asia,Bahrain,2013,male,55-74 years,0,53308,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Boomers
Asia,Bahrain,2013,male,75+ years,0,4351,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Silent
Asia,Bahrain,2014,male,15-24 years,4,100635,3.97,Bahrain2014,0.8240000000000001,"33,387,712,766",27503,Millenials
Asia,Bahrain,2014,male,25-34 years,3,237952,1.26,Bahrain2014,0.8240000000000001,"33,387,712,766",27503,Millenials
Asia,Bahrain,2014,female,25-34 years,1,110838,0.9,Bahrain2014,0.8240000000000001,"33,387,712,766",27503,Millenials
Asia,Bahrain,2014,male,35-54 years,1,258922,0.39,Bahrain2014,0.8240000000000001,"33,387,712,766",27503,Generation X
Asia,Bahrain,2014,female,15-24 years,0,78926,0.0,Bahrain2014,0.8240000000000001,"33,387,712,766",27503,Millenials
Asia,Bahrain,2014,female,35-54 years,0,139103,0.0,Bahrain2014,0.8240000000000001,"33,387,712,766",27503,Generation X
Asia,Bahrain,2014,female,5-14 years,0,82452,0.0,Bahrain2014,0.8240000000000001,"33,387,712,766",27503,Generation Z
Asia,Bahrain,2014,female,55-74 years,0,41406,0.0,Bahrain2014,0.8240000000000001,"33,387,712,766",27503,Boomers
Asia,Bahrain,2014,female,75+ years,0,6154,0.0,Bahrain2014,0.8240000000000001,"33,387,712,766",27503,Silent
Asia,Bahrain,2014,male,5-14 years,0,86539,0.0,Bahrain2014,0.8240000000000001,"33,387,712,766",27503,Generation Z
Asia,Bahrain,2014,male,55-74 years,0,64351,0.0,Bahrain2014,0.8240000000000001,"33,387,712,766",27503,Boomers
Asia,Bahrain,2014,male,75+ years,0,6688,0.0,Bahrain2014,0.8240000000000001,"33,387,712,766",27503,Silent
North America,Barbados,2000,male,25-34 years,4,20974,19.07,Barbados2000,0.753,"3,121,500,000",12430,Generation X
North America,Barbados,2000,male,35-54 years,3,37000,8.11,Barbados2000,0.753,"3,121,500,000",12430,Boomers
North America,Barbados,2000,male,15-24 years,1,20032,4.99,Barbados2000,0.753,"3,121,500,000",12430,Generation X
North America,Barbados,2000,female,35-54 years,2,40354,4.96,Barbados2000,0.753,"3,121,500,000",12430,Boomers
North America,Barbados,2000,female,15-24 years,0,19594,0.0,Barbados2000,0.753,"3,121,500,000",12430,Generation X
North America,Barbados,2000,female,25-34 years,0,21656,0.0,Barbados2000,0.753,"3,121,500,000",12430,Generation X
North America,Barbados,2000,female,5-14 years,0,19999,0.0,Barbados2000,0.753,"3,121,500,000",12430,Millenials
North America,Barbados,2000,female,55-74 years,0,20755,0.0,Barbados2000,0.753,"3,121,500,000",12430,Silent
North America,Barbados,2000,female,75+ years,0,8653,0.0,Barbados2000,0.753,"3,121,500,000",12430,G.I. Generation
North America,Barbados,2000,male,5-14 years,0,20504,0.0,Barbados2000,0.753,"3,121,500,000",12430,Millenials
North America,Barbados,2000,male,55-74 years,0,16361,0.0,Barbados2000,0.753,"3,121,500,000",12430,Silent
North America,Barbados,2000,male,75+ years,0,5251,0.0,Barbados2000,0.753,"3,121,500,000",12430,G.I. Generation
North America,Barbados,2001,male,55-74 years,1,16682,5.99,Barbados2001,,"3,116,650,000",12348,Silent
North America,Barbados,2001,male,35-54 years,1,37608,2.66,Barbados2001,,"3,116,650,000",12348,Boomers
North America,Barbados,2001,female,15-24 years,0,19589,0.0,Barbados2001,,"3,116,650,000",12348,Millenials
North America,Barbados,2001,female,25-34 years,0,21392,0.0,Barbados2001,,"3,116,650,000",12348,Generation X
North America,Barbados,2001,female,35-54 years,0,41070,0.0,Barbados2001,,"3,116,650,000",12348,Boomers
North America,Barbados,2001,female,5-14 years,0,19856,0.0,Barbados2001,,"3,116,650,000",12348,Millenials
North America,Barbados,2001,female,55-74 years,0,20967,0.0,Barbados2001,,"3,116,650,000",12348,Silent
North America,Barbados,2001,female,75+ years,0,8830,0.0,Barbados2001,,"3,116,650,000",12348,Silent
North America,Barbados,2001,male,15-24 years,0,19949,0.0,Barbados2001,,"3,116,650,000",12348,Millenials
North America,Barbados,2001,male,25-34 years,0,20762,0.0,Barbados2001,,"3,116,650,000",12348,Generation X
North America,Barbados,2001,male,5-14 years,0,20312,0.0,Barbados2001,,"3,116,650,000",12348,Millenials
North America,Barbados,2001,male,75+ years,0,5389,0.0,Barbados2001,,"3,116,650,000",12348,Silent
North America,Barbados,2002,female,15-24 years,0,19595,0.0,Barbados2002,,"3,169,600,000",12511,Millenials
North America,Barbados,2002,female,25-34 years,0,21133,0.0,Barbados2002,,"3,169,600,000",12511,Generation X
North America,Barbados,2002,female,35-54 years,0,41563,0.0,Barbados2002,,"3,169,600,000",12511,Boomers
North America,Barbados,2002,female,5-14 years,0,19674,0.0,Barbados2002,,"3,169,600,000",12511,Millenials
North America,Barbados,2002,female,55-74 years,0,21258,0.0,Barbados2002,,"3,169,600,000",12511,Silent
North America,Barbados,2002,female,75+ years,0,9003,0.0,Barbados2002,,"3,169,600,000",12511,Silent
North America,Barbados,2002,male,15-24 years,0,19863,0.0,Barbados2002,,"3,169,600,000",12511,Millenials
North America,Barbados,2002,male,25-34 years,0,20535,0.0,Barbados2002,,"3,169,600,000",12511,Generation X
North America,Barbados,2002,male,35-54 years,0,38009,0.0,Barbados2002,,"3,169,600,000",12511,Boomers
North America,Barbados,2002,male,5-14 years,0,20106,0.0,Barbados2002,,"3,169,600,000",12511,Millenials
North America,Barbados,2002,male,55-74 years,0,17104,0.0,Barbados2002,,"3,169,600,000",12511,Silent
North America,Barbados,2002,male,75+ years,0,5510,0.0,Barbados2002,,"3,169,600,000",12511,Silent
North America,Barbados,2003,female,15-24 years,0,19594,0.0,Barbados2003,,"3,274,850,000",12887,Millenials
North America,Barbados,2003,female,25-34 years,0,20882,0.0,Barbados2003,,"3,274,850,000",12887,Generation X
North America,Barbados,2003,female,35-54 years,0,41911,0.0,Barbados2003,,"3,274,850,000",12887,Boomers
North America,Barbados,2003,female,5-14 years,0,19479,0.0,Barbados2003,,"3,274,850,000",12887,Millenials
North America,Barbados,2003,female,55-74 years,0,21643,0.0,Barbados2003,,"3,274,850,000",12887,Silent
North America,Barbados,2003,female,75+ years,0,9139,0.0,Barbados2003,,"3,274,850,000",12887,Silent
North America,Barbados,2003,male,15-24 years,0,19769,0.0,Barbados2003,,"3,274,850,000",12887,Millenials
North America,Barbados,2003,male,25-34 years,0,20309,0.0,Barbados2003,,"3,274,850,000",12887,Generation X
North America,Barbados,2003,male,35-54 years,0,38276,0.0,Barbados2003,,"3,274,850,000",12887,Boomers
North America,Barbados,2003,male,5-14 years,0,19901,0.0,Barbados2003,,"3,274,850,000",12887,Millenials
North America,Barbados,2003,male,55-74 years,0,17621,0.0,Barbados2003,,"3,274,850,000",12887,Silent
North America,Barbados,2003,male,75+ years,0,5598,0.0,Barbados2003,,"3,274,850,000",12887,Silent
North America,Barbados,2004,male,35-54 years,3,38511,7.79,Barbados2004,,"3,514,350,000",13786,Boomers
North America,Barbados,2004,female,15-24 years,0,19566,0.0,Barbados2004,,"3,514,350,000",13786,Millenials
North America,Barbados,2004,female,25-34 years,0,20656,0.0,Barbados2004,,"3,514,350,000",13786,Generation X
North America,Barbados,2004,female,35-54 years,0,42213,0.0,Barbados2004,,"3,514,350,000",13786,Boomers
North America,Barbados,2004,female,5-14 years,0,19280,0.0,Barbados2004,,"3,514,350,000",13786,Millenials
North America,Barbados,2004,female,55-74 years,0,22134,0.0,Barbados2004,,"3,514,350,000",13786,Silent
North America,Barbados,2004,female,75+ years,0,9237,0.0,Barbados2004,,"3,514,350,000",13786,Silent
North America,Barbados,2004,male,15-24 years,0,19657,0.0,Barbados2004,,"3,514,350,000",13786,Millenials
North America,Barbados,2004,male,25-34 years,0,20092,0.0,Barbados2004,,"3,514,350,000",13786,Generation X
North America,Barbados,2004,male,5-14 years,0,19715,0.0,Barbados2004,,"3,514,350,000",13786,Millenials
North America,Barbados,2004,male,55-74 years,0,18209,0.0,Barbados2004,,"3,514,350,000",13786,Silent
North America,Barbados,2004,male,75+ years,0,5655,0.0,Barbados2004,,"3,514,350,000",13786,Silent
North America,Barbados,2005,male,35-54 years,1,38767,2.58,Barbados2005,0.765,"3,897,300,000",15230,Boomers
North America,Barbados,2005,female,15-24 years,0,19501,0.0,Barbados2005,0.765,"3,897,300,000",15230,Millenials
North America,Barbados,2005,female,25-34 years,0,20457,0.0,Barbados2005,0.765,"3,897,300,000",15230,Generation X
North America,Barbados,2005,female,35-54 years,0,42518,0.0,Barbados2005,0.765,"3,897,300,000",15230,Boomers
North America,Barbados,2005,female,5-14 years,0,19101,0.0,Barbados2005,0.765,"3,897,300,000",15230,Millenials
North America,Barbados,2005,female,55-74 years,0,22723,0.0,Barbados2005,0.765,"3,897,300,000",15230,Silent
North America,Barbados,2005,female,75+ years,0,9297,0.0,Barbados2005,0.765,"3,897,300,000",15230,Silent
North America,Barbados,2005,male,15-24 years,0,19524,0.0,Barbados2005,0.765,"3,897,300,000",15230,Millenials
North America,Barbados,2005,male,25-34 years,0,19893,0.0,Barbados2005,0.765,"3,897,300,000",15230,Generation X
North America,Barbados,2005,male,5-14 years,0,19569,0.0,Barbados2005,0.765,"3,897,300,000",15230,Millenials
North America,Barbados,2005,male,55-74 years,0,18856,0.0,Barbados2005,0.765,"3,897,300,000",15230,Silent
North America,Barbados,2005,male,75+ years,0,5683,0.0,Barbados2005,0.765,"3,897,300,000",15230,Silent
North America,Barbados,2006,male,75+ years,1,5792,17.27,Barbados2006,,"4,246,600,000",16531,Silent
North America,Barbados,2006,male,35-54 years,5,38972,12.83,Barbados2006,,"4,246,600,000",16531,Boomers
North America,Barbados,2006,male,25-34 years,2,19677,10.16,Barbados2006,,"4,246,600,000",16531,Generation X
North America,Barbados,2006,male,55-74 years,1,19527,5.12,Barbados2006,,"4,246,600,000",16531,Silent
North America,Barbados,2006,female,15-24 years,0,19383,0.0,Barbados2006,,"4,246,600,000",16531,Millenials
North America,Barbados,2006,female,25-34 years,0,20256,0.0,Barbados2006,,"4,246,600,000",16531,Generation X
North America,Barbados,2006,female,35-54 years,0,42772,0.0,Barbados2006,,"4,246,600,000",16531,Boomers
North America,Barbados,2006,female,5-14 years,0,18922,0.0,Barbados2006,,"4,246,600,000",16531,Millenials
North America,Barbados,2006,female,55-74 years,0,23361,0.0,Barbados2006,,"4,246,600,000",16531,Silent
North America,Barbados,2006,female,75+ years,0,9430,0.0,Barbados2006,,"4,246,600,000",16531,Silent
North America,Barbados,2006,male,15-24 years,0,19356,0.0,Barbados2006,,"4,246,600,000",16531,Millenials
North America,Barbados,2006,male,5-14 years,0,19435,0.0,Barbados2006,,"4,246,600,000",16531,Millenials
North America,Barbados,2007,female,15-24 years,0,19237,0.0,Barbados2007,,"4,523,750,000",17528,Millenials
North America,Barbados,2007,female,25-34 years,0,20074,0.0,Barbados2007,,"4,523,750,000",17528,Generation X
North America,Barbados,2007,female,35-54 years,0,43042,0.0,Barbados2007,,"4,523,750,000",17528,Boomers
North America,Barbados,2007,female,5-14 years,0,18772,0.0,Barbados2007,,"4,523,750,000",17528,Generation Z
North America,Barbados,2007,female,55-74 years,0,24071,0.0,Barbados2007,,"4,523,750,000",17528,Silent
North America,Barbados,2007,female,75+ years,0,9551,0.0,Barbados2007,,"4,523,750,000",17528,Silent
North America,Barbados,2007,male,15-24 years,0,19188,0.0,Barbados2007,,"4,523,750,000",17528,Millenials
North America,Barbados,2007,male,25-34 years,0,19468,0.0,Barbados2007,,"4,523,750,000",17528,Generation X
North America,Barbados,2007,male,35-54 years,0,39190,0.0,Barbados2007,,"4,523,750,000",17528,Boomers
North America,Barbados,2007,male,5-14 years,0,19359,0.0,Barbados2007,,"4,523,750,000",17528,Generation Z
North America,Barbados,2007,male,55-74 years,0,20249,0.0,Barbados2007,,"4,523,750,000",17528,Silent
North America,Barbados,2007,male,75+ years,0,5882,0.0,Barbados2007,,"4,523,750,000",17528,Silent
North America,Barbados,2008,female,35-54 years,1,43278,2.31,Barbados2008,,"4,607,300,000",17760,Boomers
North America,Barbados,2008,female,15-24 years,0,19070,0.0,Barbados2008,,"4,607,300,000",17760,Millenials
North America,Barbados,2008,female,25-34 years,0,19912,0.0,Barbados2008,,"4,607,300,000",17760,Generation X
North America,Barbados,2008,female,5-14 years,0,18667,0.0,Barbados2008,,"4,607,300,000",17760,Generation Z
North America,Barbados,2008,female,55-74 years,0,24852,0.0,Barbados2008,,"4,607,300,000",17760,Silent
North America,Barbados,2008,female,75+ years,0,9658,0.0,Barbados2008,,"4,607,300,000",17760,Silent
North America,Barbados,2008,male,15-24 years,0,19029,0.0,Barbados2008,,"4,607,300,000",17760,Millenials
North America,Barbados,2008,male,25-34 years,0,19259,0.0,Barbados2008,,"4,607,300,000",17760,Generation X
North America,Barbados,2008,male,35-54 years,0,39368,0.0,Barbados2008,,"4,607,300,000",17760,Boomers
North America,Barbados,2008,male,5-14 years,0,19341,0.0,Barbados2008,,"4,607,300,000",17760,Generation Z
North America,Barbados,2008,male,55-74 years,0,21022,0.0,Barbados2008,,"4,607,300,000",17760,Silent
North America,Barbados,2008,male,75+ years,0,5958,0.0,Barbados2008,,"4,607,300,000",17760,Silent
North America,Barbados,2009,male,75+ years,1,6022,16.61,Barbados2009,,"4,434,050,000",17007,Silent
North America,Barbados,2009,male,35-54 years,3,39442,7.61,Barbados2009,,"4,434,050,000",17007,Boomers
North America,Barbados,2009,male,55-74 years,1,21837,4.58,Barbados2009,,"4,434,050,000",17007,Silent
North America,Barbados,2009,female,15-24 years,0,18898,0.0,Barbados2009,,"4,434,050,000",17007,Millenials
North America,Barbados,2009,female,25-34 years,0,19762,0.0,Barbados2009,,"4,434,050,000",17007,Generation X
North America,Barbados,2009,female,35-54 years,0,43400,0.0,Barbados2009,,"4,434,050,000",17007,Boomers
North America,Barbados,2009,female,5-14 years,0,18606,0.0,Barbados2009,,"4,434,050,000",17007,Generation Z
North America,Barbados,2009,female,55-74 years,0,25695,0.0,Barbados2009,,"4,434,050,000",17007,Silent
North America,Barbados,2009,female,75+ years,0,9752,0.0,Barbados2009,,"4,434,050,000",17007,Silent
North America,Barbados,2009,male,15-24 years,0,18881,0.0,Barbados2009,,"4,434,050,000",17007,Millenials
North America,Barbados,2009,male,25-34 years,0,19044,0.0,Barbados2009,,"4,434,050,000",17007,Generation X
North America,Barbados,2009,male,5-14 years,0,19379,0.0,Barbados2009,,"4,434,050,000",17007,Generation Z
North America,Barbados,2010,male,35-54 years,3,39379,7.62,Barbados2010,0.78,"4,461,650,000",17034,Generation X
North America,Barbados,2010,female,15-24 years,0,18739,0.0,Barbados2010,0.78,"4,461,650,000",17034,Millenials
North America,Barbados,2010,female,25-34 years,0,19612,0.0,Barbados2010,0.78,"4,461,650,000",17034,Generation X
North America,Barbados,2010,female,35-54 years,0,43369,0.0,Barbados2010,0.78,"4,461,650,000",17034,Generation X
North America,Barbados,2010,female,5-14 years,0,18590,0.0,Barbados2010,0.78,"4,461,650,000",17034,Generation Z
North America,Barbados,2010,female,55-74 years,0,26589,0.0,Barbados2010,0.78,"4,461,650,000",17034,Silent
North America,Barbados,2010,female,75+ years,0,9853,0.0,Barbados2010,0.78,"4,461,650,000",17034,Silent
North America,Barbados,2010,male,15-24 years,0,18747,0.0,Barbados2010,0.78,"4,461,650,000",17034,Millenials
North America,Barbados,2010,male,25-34 years,0,18826,0.0,Barbados2010,0.78,"4,461,650,000",17034,Generation X
North America,Barbados,2010,male,5-14 years,0,19462,0.0,Barbados2010,0.78,"4,461,650,000",17034,Generation Z
North America,Barbados,2010,male,55-74 years,0,22675,0.0,Barbados2010,0.78,"4,461,650,000",17034,Silent
North America,Barbados,2010,male,75+ years,0,6086,0.0,Barbados2010,0.78,"4,461,650,000",17034,Silent
North America,Barbados,2011,female,15-24 years,0,18660,0.0,Barbados2011,0.7859999999999999,"4,660,900,000",17708,Millenials
North America,Barbados,2011,female,25-34 years,0,19511,0.0,Barbados2011,0.7859999999999999,"4,660,900,000",17708,Millenials
North America,Barbados,2011,female,35-54 years,0,43221,0.0,Barbados2011,0.7859999999999999,"4,660,900,000",17708,Generation X
North America,Barbados,2011,female,5-14 years,0,18501,0.0,Barbados2011,0.7859999999999999,"4,660,900,000",17708,Generation Z
North America,Barbados,2011,female,55-74 years,0,27506,0.0,Barbados2011,0.7859999999999999,"4,660,900,000",17708,Boomers
North America,Barbados,2011,female,75+ years,0,10011,0.0,Barbados2011,0.7859999999999999,"4,660,900,000",17708,Silent
North America,Barbados,2011,male,15-24 years,0,18668,0.0,Barbados2011,0.7859999999999999,"4,660,900,000",17708,Millenials
North America,Barbados,2011,male,25-34 years,0,18675,0.0,Barbados2011,0.7859999999999999,"4,660,900,000",17708,Millenials
North America,Barbados,2011,male,35-54 years,0,39290,0.0,Barbados2011,0.7859999999999999,"4,660,900,000",17708,Generation X
North America,Barbados,2011,male,5-14 years,0,19431,0.0,Barbados2011,0.7859999999999999,"4,660,900,000",17708,Generation Z
North America,Barbados,2011,male,55-74 years,0,23496,0.0,Barbados2011,0.7859999999999999,"4,660,900,000",17708,Boomers
North America,Barbados,2011,male,75+ years,0,6233,0.0,Barbados2011,0.7859999999999999,"4,660,900,000",17708,Silent
North America,Barbados,2012,female,15-24 years,0,18575,0.0,Barbados2012,0.7929999999999999,"4,656,350,000",17620,Millenials
North America,Barbados,2012,female,25-34 years,0,19421,0.0,Barbados2012,0.7929999999999999,"4,656,350,000",17620,Millenials
North America,Barbados,2012,female,35-54 years,0,42921,0.0,Barbados2012,0.7929999999999999,"4,656,350,000",17620,Generation X
North America,Barbados,2012,female,5-14 years,0,18436,0.0,Barbados2012,0.7929999999999999,"4,656,350,000",17620,Generation Z
North America,Barbados,2012,female,55-74 years,0,28473,0.0,Barbados2012,0.7929999999999999,"4,656,350,000",17620,Boomers
North America,Barbados,2012,female,75+ years,0,10166,0.0,Barbados2012,0.7929999999999999,"4,656,350,000",17620,Silent
North America,Barbados,2012,male,15-24 years,0,18579,0.0,Barbados2012,0.7929999999999999,"4,656,350,000",17620,Millenials
North America,Barbados,2012,male,25-34 years,0,18523,0.0,Barbados2012,0.7929999999999999,"4,656,350,000",17620,Millenials
North America,Barbados,2012,male,35-54 years,0,39060,0.0,Barbados2012,0.7929999999999999,"4,656,350,000",17620,Generation X
North America,Barbados,2012,male,5-14 years,0,19402,0.0,Barbados2012,0.7929999999999999,"4,656,350,000",17620,Generation Z
North America,Barbados,2012,male,55-74 years,0,24339,0.0,Barbados2012,0.7929999999999999,"4,656,350,000",17620,Boomers
North America,Barbados,2012,male,75+ years,0,6375,0.0,Barbados2012,0.7929999999999999,"4,656,350,000",17620,Silent
North America,Barbados,2013,female,15-24 years,0,18473,0.0,Barbados2013,0.785,"4,612,500,000",17395,Millenials
North America,Barbados,2013,female,25-34 years,0,19336,0.0,Barbados2013,0.785,"4,612,500,000",17395,Millenials
North America,Barbados,2013,female,35-54 years,0,42518,0.0,Barbados2013,0.785,"4,612,500,000",17395,Generation X
North America,Barbados,2013,female,5-14 years,0,18384,0.0,Barbados2013,0.785,"4,612,500,000",17395,Generation Z
North America,Barbados,2013,female,55-74 years,0,29474,0.0,Barbados2013,0.785,"4,612,500,000",17395,Boomers
North America,Barbados,2013,female,75+ years,0,10306,0.0,Barbados2013,0.785,"4,612,500,000",17395,Silent
North America,Barbados,2013,male,15-24 years,0,18497,0.0,Barbados2013,0.785,"4,612,500,000",17395,Millenials
North America,Barbados,2013,male,25-34 years,0,18365,0.0,Barbados2013,0.785,"4,612,500,000",17395,Millenials
North America,Barbados,2013,male,35-54 years,0,38728,0.0,Barbados2013,0.785,"4,612,500,000",17395,Generation X
North America,Barbados,2013,male,5-14 years,0,19376,0.0,Barbados2013,0.785,"4,612,500,000",17395,Generation Z
North America,Barbados,2013,male,55-74 years,0,25209,0.0,Barbados2013,0.785,"4,612,500,000",17395,Boomers
North America,Barbados,2013,male,75+ years,0,6499,0.0,Barbados2013,0.785,"4,612,500,000",17395,Silent
Europe,Belarus,2000,male,55-74 years,721,750602,96.06,Belarus2000,0.6829999999999999,"12,736,856,828",1335,Silent
Europe,Belarus,2000,male,35-54 years,1334,1403903,95.02,Belarus2000,0.6829999999999999,"12,736,856,828",1335,Boomers
Europe,Belarus,2000,male,75+ years,89,110565,80.5,Belarus2000,0.6829999999999999,"12,736,856,828",1335,G.I. Generation
Europe,Belarus,2000,male,25-34 years,508,688963,73.73,Belarus2000,0.6829999999999999,"12,736,856,828",1335,Generation X
Europe,Belarus,2000,male,15-24 years,306,786483,38.91,Belarus2000,0.6829999999999999,"12,736,856,828",1335,Generation X
Europe,Belarus,2000,female,75+ years,67,331579,20.21,Belarus2000,0.6829999999999999,"12,736,856,828",1335,G.I. Generation
Europe,Belarus,2000,female,55-74 years,172,1125001,15.29,Belarus2000,0.6829999999999999,"12,736,856,828",1335,Silent
Europe,Belarus,2000,female,35-54 years,170,1497056,11.36,Belarus2000,0.6829999999999999,"12,736,856,828",1335,Boomers
Europe,Belarus,2000,female,25-34 years,54,693860,7.78,Belarus2000,0.6829999999999999,"12,736,856,828",1335,Generation X
Europe,Belarus,2000,female,15-24 years,36,754801,4.77,Belarus2000,0.6829999999999999,"12,736,856,828",1335,Generation X
Europe,Belarus,2000,male,5-14 years,20,717646,2.79,Belarus2000,0.6829999999999999,"12,736,856,828",1335,Millenials
Europe,Belarus,2000,female,5-14 years,6,683020,0.88,Belarus2000,0.6829999999999999,"12,736,856,828",1335,Millenials
Europe,Belarus,2001,male,55-74 years,658,731902,89.9,Belarus2001,,"12,354,820,144",1299,Silent
Europe,Belarus,2001,male,35-54 years,1266,1423218,88.95,Belarus2001,,"12,354,820,144",1299,Boomers
Europe,Belarus,2001,male,75+ years,82,116090,70.63,Belarus2001,,"12,354,820,144",1299,Silent
Europe,Belarus,2001,male,25-34 years,477,687861,69.35,Belarus2001,,"12,354,820,144",1299,Generation X
Europe,Belarus,2001,male,15-24 years,313,801574,39.05,Belarus2001,,"12,354,820,144",1299,Millenials
Europe,Belarus,2001,female,75+ years,73,346664,21.06,Belarus2001,,"12,354,820,144",1299,Silent
Europe,Belarus,2001,female,55-74 years,162,1094844,14.8,Belarus2001,,"12,354,820,144",1299,Silent
Europe,Belarus,2001,female,35-54 years,164,1522267,10.77,Belarus2001,,"12,354,820,144",1299,Boomers
Europe,Belarus,2001,female,25-34 years,53,691653,7.66,Belarus2001,,"12,354,820,144",1299,Generation X
Europe,Belarus,2001,female,15-24 years,36,768639,4.68,Belarus2001,,"12,354,820,144",1299,Millenials
Europe,Belarus,2001,male,5-14 years,17,681448,2.49,Belarus2001,,"12,354,820,144",1299,Millenials
Europe,Belarus,2001,female,5-14 years,2,647427,0.31,Belarus2001,,"12,354,820,144",1299,Millenials
Europe,Belarus,2002,male,35-54 years,1263,1429098,88.38,Belarus2002,,"14,594,249,023",1541,Boomers
Europe,Belarus,2002,male,55-74 years,607,719837,84.32,Belarus2002,,"14,594,249,023",1541,Silent
Europe,Belarus,2002,male,25-34 years,515,688769,74.77,Belarus2002,,"14,594,249,023",1541,Generation X
Europe,Belarus,2002,male,75+ years,79,122862,64.3,Belarus2002,,"14,594,249,023",1541,Silent
Europe,Belarus,2002,male,15-24 years,296,814826,36.33,Belarus2002,,"14,594,249,023",1541,Millenials
Europe,Belarus,2002,female,75+ years,69,359673,19.18,Belarus2002,,"14,594,249,023",1541,Silent
Europe,Belarus,2002,female,55-74 years,149,1076366,13.84,Belarus2002,,"14,594,249,023",1541,Silent
Europe,Belarus,2002,female,35-54 years,191,1533648,12.45,Belarus2002,,"14,594,249,023",1541,Boomers
Europe,Belarus,2002,female,25-34 years,65,691146,9.4,Belarus2002,,"14,594,249,023",1541,Generation X
Europe,Belarus,2002,female,15-24 years,32,780846,4.1,Belarus2002,,"14,594,249,023",1541,Millenials
Europe,Belarus,2002,male,5-14 years,20,642277,3.11,Belarus2002,,"14,594,249,023",1541,Millenials
Europe,Belarus,2002,female,5-14 years,5,609886,0.82,Belarus2002,,"14,594,249,023",1541,Millenials
Europe,Belarus,2003,male,55-74 years,669,709699,94.27,Belarus2003,,"17,827,791,321",1892,Silent
Europe,Belarus,2003,male,35-54 years,1304,1427642,91.34,Belarus2003,,"17,827,791,321",1892,Boomers
Europe,Belarus,2003,male,75+ years,107,131935,81.1,Belarus2003,,"17,827,791,321",1892,Silent
Europe,Belarus,2003,male,25-34 years,540,691958,78.04,Belarus2003,,"17,827,791,321",1892,Generation X
Europe,Belarus,2003,male,15-24 years,285,824213,34.58,Belarus2003,,"17,827,791,321",1892,Millenials
Europe,Belarus,2003,female,75+ years,78,374617,20.82,Belarus2003,,"17,827,791,321",1892,Silent
Europe,Belarus,2003,female,55-74 years,177,1062435,16.66,Belarus2003,,"17,827,791,321",1892,Silent
Europe,Belarus,2003,female,35-54 years,179,1536542,11.65,Belarus2003,,"17,827,791,321",1892,Boomers
Europe,Belarus,2003,female,25-34 years,57,692961,8.23,Belarus2003,,"17,827,791,321",1892,Generation X
Europe,Belarus,2003,female,15-24 years,46,789030,5.83,Belarus2003,,"17,827,791,321",1892,Millenials
Europe,Belarus,2003,male,5-14 years,11,605243,1.82,Belarus2003,,"17,827,791,321",1892,Millenials
Europe,Belarus,2003,female,5-14 years,3,574416,0.52,Belarus2003,,"17,827,791,321",1892,Millenials
Europe,Belarus,2007,male,75+ years,122,157647,77.39,Belarus2007,,"45,277,399,814",4898,Silent
Europe,Belarus,2007,male,55-74 years,506,710519,71.22,Belarus2007,,"45,277,399,814",4898,Silent
Europe,Belarus,2007,male,35-54 years,900,1399410,64.31,Belarus2007,,"45,277,399,814",4898,Boomers
Europe,Belarus,2007,male,25-34 years,405,723119,56.01,Belarus2007,,"45,277,399,814",4898,Generation X
Europe,Belarus,2007,male,15-24 years,261,801445,32.57,Belarus2007,,"45,277,399,814",4898,Millenials
Europe,Belarus,2007,female,75+ years,70,424470,16.49,Belarus2007,,"45,277,399,814",4898,Silent
Europe,Belarus,2007,female,55-74 years,127,1054993,12.04,Belarus2007,,"45,277,399,814",4898,Silent
Europe,Belarus,2007,female,35-54 years,163,1518188,10.74,Belarus2007,,"45,277,399,814",4898,Boomers
